batch_id,line,shift,machine_type,throughput_equal,throughput_unequal,temp_setting,pressure_reading,speed_setting,output_quality_score,critical_failure
1,line_B,day,legacy,99.27520600043788,100.85055951537782,70.57206210625796,175.38693636232307,49.74954051016022,124.10766182325419,0
2,line_A,day,new,102.02927480797622,99.12104527161652,73.06388524139173,182.34072375703698,48.11036339072429,124.07479956594197,0
3,line_A,day,new,105.9117586520977,102.69782944894405,70.06916966244246,175.44892280696732,47.76502618857475,121.62635472474405,0
4,line_A,day,legacy,104.8284221431581,99.73409038199709,69.63099270701815,172.04354939980456,49.115472974831235,124.2511926452666,0
5,line_A,day,legacy,103.6804318056298,100.64516318560963,67.95522816973366,171.69988424202538,55.04287139480183,131.17955214195166,0
6,line_B,day,legacy,101.4532060866104,79.30464233371603,66.43327732418842,165.44940366803715,48.27241841398057,121.4476785346836,0
7,line_B,day,legacy,103.54892077956345,121.0201941297583,70.45808475241981,176.30199068171532,49.605868365919974,121.99704900427332,0
8,line_A,night,legacy,96.94530089598449,103.41912036481763,74.2321990920184,186.1806763242148,54.044755445038376,128.27971891762482,0
9,line_B,day,legacy,99.20012095373127,122.48735691001303,69.81400792045119,174.50981590452227,55.81617682671113,128.273659790485,0
10,line_B,night,legacy,109.57902350285299,108.67249908966355,72.2537093070237,179.15823903522121,48.96292711544637,126.86851777051398,0
11,line_B,day,legacy,103.20735520988897,86.96641895437259,67.04616739748887,168.09273681163415,47.668801435475594,122.4008838466161,0
12,line_A,night,legacy,99.43340386824258,99.3336666705108,69.028689519398,170.8667004721968,51.32845012753005,125.97207418153671,0
13,line_B,day,legacy,101.15444457257496,111.38018564274849,69.94360631449331,174.90043924708584,52.643951380353634,127.24664972833651,0
14,line_A,day,legacy,101.59000386870336,102.26241199073647,70.68856533265189,176.09337143716883,46.459018203701945,119.96984894441125,0
15,line_B,night,legacy,98.57147148299826,102.47917341863503,69.88384224769203,175.58473424159743,60.19794646818629,132.28278470019953,0
16,line_B,day,legacy,109.26429754883358,90.74328687685092,69.94274266015962,175.65297964641744,47.650053830597756,127.09788163112613,0
17,line_B,night,legacy,106.24389869338327,110.19964767302656,69.3347459860532,172.8953445435816,53.72371246917853,131.95699861340282,0
18,line_A,night,legacy,111.7473875916626,93.79186183691527,71.5187707158398,179.7327171487516,47.169065111478496,121.54577146108232,0
19,line_B,night,legacy,101.5023448408056,129.41075240114859,71.2248178523892,179.09719452836566,53.71655277780052,128.34122010319936,0
20,line_B,day,legacy,96.92522348190434,104.50395414918977,68.82811149867322,173.0464234583375,58.00184950068719,133.40691195282696,0
21,line_A,day,legacy,103.71022079966602,100.40135387016153,67.51604873098152,166.61572691625315,48.417523536816375,122.64436776908516,0
22,line_A,day,new,99.52991595317474,92.91014912722547,67.71553104318619,165.43431850760584,43.1855999642354,116.78075532624108,1
23,line_A,day,new,100.93156002382202,98.33659045699072,75.10868254293948,187.65819834179746,52.36613863360952,127.18026424538388,0
24,line_B,night,legacy,106.9255084652846,102.83494483896598,70.9945152496431,174.0916869573203,50.34715788518998,126.21456288667352,0
25,line_A,night,new,102.1660725530069,97.26668169887174,72.76593453932945,182.3691609934841,43.53737387674325,121.69091707974553,0
26,line_A,day,new,99.0398171100986,101.65645857388323,72.47341997730685,178.89426237665043,56.94479172002546,134.26666731731535,0
27,line_A,day,legacy,103.66748882441709,98.30936999781301,70.28668387334821,176.3441665818682,48.24162946039453,123.96835405319582,0
28,line_B,night,legacy,102.14229192290574,92.12208414126519,71.03451666533837,175.80803423531552,45.24877918417924,122.03504383715021,0
29,line_B,night,legacy,107.7033614612352,98.85328383665005,71.2552782321873,175.06029274594954,57.380117736834315,131.82938649451185,0
30,line_B,day,new,103.02059370539438,121.67387902785173,65.48514540739338,160.6807139933201,51.04619320593426,128.95111176755924,0
31,line_B,night,new,110.02624355413306,100.12524825778803,71.29262232293071,178.5076754423343,52.130135072156534,124.90839667261054,1
32,line_B,day,new,102.67265629562495,97.54237036785518,67.97542620259952,166.82672643925454,52.066836893360716,129.25415570692738,1
33,line_A,day,legacy,105.51102699924205,107.43821976945925,67.79767812333638,170.3755108312075,58.571198512028374,130.2750457519813,0
34,line_B,night,legacy,110.86997858683411,97.85543523985979,70.8654201065135,177.46363379126728,50.81365454476258,126.46977649181602,0
35,line_B,day,legacy,106.94825508336108,106.28727465705559,78.35777443850372,198.02175400141385,45.673523119845726,123.01979949135782,0
36,line_A,day,legacy,112.32188068282191,98.42718272295116,64.93759776205826,164.37187800024824,39.26095456439307,115.32242355697252,0
37,line_B,day,legacy,96.22178481238163,92.08738300747873,63.89240864890909,161.92781116409407,47.92655743026744,122.57310025372529,0
38,line_B,night,legacy,101.47205361556058,107.70179633283293,70.30965430201806,173.98367882846048,56.41262645914527,132.39347092695476,0
39,line_A,night,legacy,107.64192183850271,95.75750074997606,64.00890213141982,159.32358056617431,47.39898531027928,122.64144141341428,0
40,line_B,night,new,110.7311505028193,94.89938381234974,69.5703507641825,175.09652263742262,47.651185454339185,121.15654823445739,0
41,line_A,day,legacy,101.58334144512612,91.6588915472571,63.741060249790316,158.57500828574993,55.94139820199938,128.4755257085256,0
42,line_B,night,legacy,104.3436406012556,109.5716648862869,71.34902776699363,178.55657567133213,52.28544228168799,125.60701511200303,0
43,line_A,night,legacy,96.93049929233773,99.8989680822281,69.82333043166204,172.51834539167484,47.91963757142424,124.02594030710665,0
44,line_B,day,legacy,100.33175309953192,120.19173699502862,67.21823003514544,168.79058416820956,51.418750062290556,124.04909135056822,0
45,line_A,day,legacy,93.98889314429015,98.65932745202987,73.64602317320995,184.1459980710108,50.21081209571751,126.36042666199069,0
46,line_A,day,legacy,105.002161416555,103.07901756516975,70.57004710681365,174.76570951262312,51.99678943291663,125.0397017551958,0
47,line_A,day,legacy,106.17582829877637,103.4940349243326,71.88603380145825,181.66497965848933,50.43669218194543,125.9281054651425,0
48,line_A,day,new,107.50681462063146,103.07716840472733,66.47873373403453,164.43551211185468,51.11720513207519,124.7541110129303,0
49,line_A,day,new,101.64281629213647,96.31514103297108,71.11890363277769,178.65571191372115,45.2361104892,119.31696763256858,0
50,line_A,day,legacy,100.17505421569523,95.0273715364277,66.57662548561976,168.14717803588746,53.268542103246276,128.02088240332202,0
51,line_A,day,legacy,99.68759915384743,98.3060199218375,77.12528005269021,192.75139473271577,52.18690154758803,125.8420527688451,0
52,line_A,day,legacy,104.21262789160765,96.36058605261002,72.77569949124573,181.81003996899432,52.53122927246438,128.14938038530084,0
53,line_A,night,legacy,89.76495808618871,100.53602037563506,70.55014563845029,177.9458495128389,52.62973108241982,126.09845973325568,0
54,line_A,day,legacy,91.3523890078065,98.80019450110808,73.27575137012182,185.24808199922234,49.93328774491994,121.13472481909373,0
55,line_B,day,legacy,103.41797077699401,97.80603248944136,70.4777682099323,176.06466823004925,48.883426763379006,120.00533258859129,0
56,line_A,night,legacy,87.65231387336466,102.85548408524336,69.46447887592696,172.67136152805438,37.40422158849179,110.73858089566237,0
57,line_B,day,legacy,108.72389739475962,106.42453934255946,70.45977779237991,174.39707444387187,50.60087444048899,127.16142484876448,0
58,line_B,day,legacy,104.86081028760368,111.68261813571516,64.61335290992618,160.4766503927022,38.16016942721531,114.51790660447877,0
